movie_id,customer_id
619,407
620,321
621,239
622,109
623,495
624,569
625,596
626,584
627,241
628,173
629,94
630,417
631,503
632,442
633,360
634,428
635,42
636,239
637,250
638,372
639,198
640,465
641,396
642,157
643,240
644,316
645,505
646,185
647,569
648,253
649,197
650,281
651,266
652,43
653,327
654,23
655,287
656,437
657,65
658,103
659,207
660,578
661,51
662,166
663,176
664,523
665,415
666,437
667,596
668,484
669,313
670,201
671,14
672,306
673,468
674,87
675,338
676,490
677,194
678,269
679,526
680,482
681,531
682,148
683,197
684,461
685,172
686,411
687,250
688,162
689,571
690,85
691,433
692,18
693,190
694,399
695,528
696,19
697,387
698,109
699,246
700,117
701,112
702,475
703,269
704,330
705,257
706,60
707,252
708,127
709,479
710,518
711,215
712,313
713,507
714,452
715,545
716,36
717,412
718,498
719,245
720,480
721,44
722,259
723,309
724,416
725,245
726,452
727,484
728,551
729,323
730,197
731,5
732,447
733,363
734,538
735,454
736,276
737,589
738,256
739,84
740,89
741,495
742,483
743,548
744,420
745,152
746,130
747,291
748,7
749,375
750,269
751,53
752,126
753,135
754,281
755,576
756,201
757,435
758,563
759,179
760,77
761,58
762,146
763,50
764,149
765,69
766,383
767,67
768,566
769,575
770,405
771,476
772,556
773,563
774,575
775,124
776,113
777,360
778,535
779,105
780,300
781,313
782,596
783,53
784,352
785,72
786,439
787,27
788,562
789,553
790,593
791,284
792,261
793,528
794,50
795,551
796,26
797,244
798,134
799,429
800,472
801,402
802,350
803,32
804,171
805,232
806,435
807,235
808,104
809,222
810,346
811,401
812,225
813,344
814,134
815,14
816,474
817,554
818,321
819,511
820,22
821,348
822,480
823,441
824,357
825,371
826,207
827,573
828,217
829,371
830,3
831,509
832,159
833,417
834,84
835,381
836,368
837,172
838,504
839,337
840,79
841,387
842,238
843,313
844,429
845,72
846,49
847,380
848,436
849,449
850,517
851,530
852,549
853,122
854,369
855,406
856,53
857,204
858,358
859,79
860,276
861,502
862,328
863,379
864,544
865,154
866,8
867,99
868,28
869,296
870,391
871,303
872,548
873,375
874,52
875,326
876,339
877,9
878,323
879,482
880,460
881,242
882,477
883,399
884,17
885,62
886,393
887,16
888,128
889,114
890,349
891,391
892,274
893,502
894,400
895,192
896,207
897,432
898,384
899,156
900,586
901,259
902,561
903,197
904,44
905,50
906,549
907,506
908,85
909,486
910,374
911,366
912,390
913,369
914,596
915,115
916,6
917,385
918,197
919,374
920,584
921,508
922,550
923,37
924,293
925,137
926,76
927,167
928,79
929,536
930,141
931,421
932,198
933,66
934,60
935,256
936,469
937,304
938,46
939,367
940,534
941,562
942,473
943,57
944,131
945,357
946,486
947,62
948,245
949,368
950,83
951,59
952,311
953,210
954,297
955,301
956,296
957,440
958,186
959,535
960,445
961,588
962,520
963,225
964,287
965,502
966,496
967,330
968,576
969,551
970,307
971,561
972,411
973,473
974,596
975,7
976,581
977,394
978,154
979,279
980,273
981,326
982,524
983,115
984,262
985,564
986,253
987,11
988,12
989,83
990,311
991,593
992,123
993,513
994,472
995,150
996,331
997,216
998,389
999,413
1000,332
